Oracle forms,16.0
React Native,24.0
S4 HANA ABAP,250.0
S4C40e_EN_24,1.0
SAP Overview,24.0
SAPFICO COPA,16.0
Skava Studio,48.0
Spring Batch,16.0
Voice Basics,16.0
Wi-Fi Part 1,5.0
Wi-Fi Part 2,5.0
Wi-Fi Part 3,3.0
Wi-Fi Part 5,48.0
Wi-Fi part 4,5.0
AArch_EA Lite,8.0
AS400 Seminar,4.0
Advanced Chef,40.0
Advanced REXX,16.0
Aveva Diagram,8.0
Basic C++LA75,4.0
Big Data-NGDC,4.0
C programming,4.0
CNC Machining,6.0
Chef training,24.0
DB2 Utilities,4.0
Data Services,30.0
EKT_ECGLOB_AA,1.0
Free form RPG,40.0
GD&T Training,24.0
Huawei LiteOS,2.0
IVS ALM Admin,8.0
IVS PE-Basics,8.0
IVS-Perfaware,8.0
Java Mail API,4.0
Java on AS400,16.0
LAN Switching,8.0
Leading Teams,8.0
MS Excel 2010,6.0
Microstrategy,16.0
Nia - ChatBot,16.0
Python Basics,8.0
S4 Foundation,13.0
S4 HANA Basis,110.0
SAP ABAP-LSMW,8.0
SCM using GIT,8.0
Salesforce DX,4.0
Spring Basics,24.0
VBA for Excel,16.0
Video  Codecs,9.0
VoIP overview,8.0
Winning Deals,3.0
YANG overview,4.0
.Net Debugging,8.0
AEM Forms OSGi,32.0
AR111_EN_Col83,8.0
AR310_EN_Col85,16.0
AR540_EN_Col84,16.0
AR710_EN_Col84,8.0
AR810_EN_Col83,4.0
AR820_EN_Col88,6.0
AR821_EN_Col84,32.0
AR930_EN_Col84,8.0
Adobe Campaign,32.0
Apache Cordova,24.0
Azure CosmosDB,8.0
Blockchain 101,8.0
C4C10_EN_Col17,12.0
C4C50_EN_Col20,16.0
CL Programming,8.0
ConfigIT Model,18.0
Connected Cars,15.0
DATA MODELLING,8.0
DCO Essentials,24.0
DWT using iDTW,24.0
Decision Trees,8.0
ENG Wonderware,40.0
ESEAITFSAN-BPM,8.0
ESSAPFI100-GRC,4.0
ESSAPTA200-MDM,32.0
Emotions  Work,4.0
Go programming,36.0
HA240_EN_Col14,8.0
HR810_EN_Col73,1.0
HR886_EN_Col74,8.0
Hardware Tools,0.0
IVS Java Basic,16.0
IVS- Basic SQL,8.0
PLES ENOVIA V6,8.0
PLM Planisware,40.0
Power Play LnD,8.0
Probing Skills,8.0
SAFe for Teams,8.0
SAP BW on HANA,16.0
SAP SRM Course,4.0
STB Middleware,8.0
Should Costing,30.0
Smart Plant 3D,30.0
Speak Up Right,16.0
Success series,8.0
THR82_EN_Col81,120.0
THR89_EN_Col81,40.0
THR93_EN_Col74,16.0
Telecom Basics,8.0
Tractor Domain,24.0
Waterline Data,40.0
Write it Right,8.0
AEM Forms   EXT,24.0
AR111e_EN_Col83,8.0
AR210e_EN_Col82,8.0
AR211e_EN_Col85,8.0
AR230e_EN_Col82,4.0
AR330e_EN_Col84,4.0
AR540e_EN_Col84,8.0
AR540e_EN_Col87,8.0
AR710e_EN_Col84,4.0
AR711e_EN_Col84,4.0
AR721e_EN_Col87,4.0
AR810e_EN_Col83,4.0
ASP.NET Web API,4.0
Advanced CSharp,8.0
Advanced Python,8.0
Agile Boot camp,32.0
Azure Data Lake,8.0
BW310H_EN_Col15,20.0
BW330H_EN_Col15,20.0
Bizagi Training,22.0
CA PPM Overview,40.0
CA PPM_Overview,40.0
CAE using ANSYS,80.0
CIS_TechSeminar,8.0
Cadence Allegro,80.0
Computer Vision,0.0
Config Quote Q2,30.0
Design Thinking,26.5
ER using Cognos,16.0
ESA-P200-SAP-MM,160.0
ESSAPT-SAP-HANA,4.0
ESSAPTI300 CTSM,16.0
Email Etiquette,16.0
F5 Load Blancer,40.0
HMM Coaching EL,2.0
HR810e_EN_Col73,1.0
HR812J_EN_Col74,2.0
HR812e_EN_Col72,4.0
HR850e_EN_Col73,2.0
HR868J_EN_Col74,6.0
HR887J_EN_Col74,7.0
HRH03e_EN_Col73,1.0
HRH03e_EN_Col81,1.0
HRH03e_EN_Col82,1.0
HRH20e_EN_Col81,2.0
HRH30e_EN_Col81,3.0
HRH31e_EN_Col81,2.0
HRH32e_EN_Col74,2.0
HRH60e_EN_Col73,2.0
HRH60e_EN_Col74,3.0
HRH60e_EN_Col82,3.0
HRH70e_EN_Col73,2.0
HRH70e_EN_Col81,2.0
HRH91e_EN_Col73,2.0
HRH91e_EN_Col81,2.0
HRH91e_EN_Col82,2.0
HRH92e_EN_Col81,3.0
HRH92e_EN_Col82,3.0
HRH93e_EN_Col74,3.0
HRH93e_EN_Col82,3.0
HRH94e_EN_Col73,3.0
HRH94e_EN_Col82,3.0
HRH95e_EN_Col82,3.0
HRH96e_EN_Col82,2.0
HRH97e_EN_Col81,1.0
HRH97e_EN_Col82,10.5
HY630e_EN_Col02,1.0
IBM API Connect,40.0
IBM API Manager,30.0
IVS- UFT Basics,15.0
Informatica DVO,8.0
Informatica MDM,8.0
Ingres database,80.0
Intro to PL/SQL,16.0
Ionic Framework,8.0
MS EPM Overview,40.0
Marketing Cloud,60.0
OFFSITE MEETING,8.0
Overview of DPA,8.0
Overview of EAI,30.0
Overview of ILE,8.0
Pat on the back,2.0
Reskill_L1_Core,24.0
Reskill_L2_Core,24.0
S4 HANA Finance,180.0
S4F01e_EN_Col08,8.0
S4F02e_EN_Col08,7.0
S4F10e_EN_Col03,23.0
S4F10e_EN_Col08,23.0
S4F12e_EN_Col03,28.0
S4F12e_EN_Col05,28.0
S4F12e_EN_Col08,28.0
S4F13e_EN_Col03,30.0
S4F13e_EN_Col05,30.0
S4F13e_EN_Col08,29.0
S4LG1e_EN_Col08,8.0
SAP BO Training,60.0
SAP FICO-AR/ AP,8.0
SAP PI Training,200.0
SAP S4HANA 1709,16.0
SAP Teched 2010,8.0
SQL Server 2016,12.0
Siebel Training,112.0
Speaking Skills,16.0
Spring DATA JPA,16.0
Spring Security,16.0
THR82e_EN_Col82,120.0
THR85e_EN_Col81,80.0
THR88e_EN_Col81,80.0
Testing metrics,4.0
Tridium Niagara,40.0
WPF Programming,16.0
Wireless Basics,32.0
ABAP – SCRIPTS,72.0
AEAP-IT-Security,4.0
AJAX Programming,16.0
Apache Spark SQL,24.0
Architecture QoS,8.0
Aveva Electrical,10.0
BPM Architecture,8.0
Business Process,8.0
CAE using ANSYS.,30.0
CATIA Composites,24.0
Checkpoints CCSA,40.0
Cognos Analytics,8.0
ES-P200-SAP-ABAP,224.0
ESA BPM Overview,8.0
ESA WPS Training,72.0
ESA-p200 HCM-SAP,160.0
ESEAITCE-SAP BPM,25.0
ESEAITCEX Appian,160.0
ESSAPFA200-NEWGL,40.0
Git Introduction,8.0
Groovy on Grails,16.0
HMM Budgeting EL,16.0
HMM Diversity EL,2.0
Human Excellence,8.0
HyperionOverview,40.0
ILE RPG Overview,8.0
IVS ALM Advanced,8.0
IVS ALM Training,8.0
IVS Advanced SQL,12.0
IVS-UFT Bootcamp,37.0
Infosys Mana ECR,12.0
Infosys NIA Data,40.0
JCL Fundamentals,12.0
Let Us Learn LnD,4.0
Nia Delta   Day1,8.0
Nia Delta   Day2,16.0
Oracle Forms 11g,16.0
Overview of CICS,12.0
Power BI Desktop,6.0
Python Scripting,12.0
RPA using UiPath,40.0
RWD Architecture,4.0
Ruby Programming,16.0
SAP MDM-Overview,8.0
SAP-IS-Utilities,4.0
SFDC App Builder,48.0
Strengths Finder,8.0
Sybase Developer,32.0
VB.Net Jumpstart,24.0
WAN Accelerators,24.0
Windchill Basics,20.0
Windows Admin L2,48.0
XAML Programming,24.0
XSLT Programming,8.0
Xamarin - Part I,48.0
ATPCO Orientation,3.0
Agility and Scrum,2.0
Apache Spark Core,40.0
Autodesk Inventor,40.0
Aveva Engineering,10.0
BPC 10.1 Embedded,20.0
BPC 10.1 Standard,20.0
Basics of SDN/NFV,16.0
Belbin Team Roles,8.0
C4C10e_EN_Col20_1,1.0
CICS Web Services,8.0
Catia V5 Training,40.0
Cortana Analytics,16.0
Developing on AWS,24.0
Digital TV Basics,8.0
ES-P200-BI-SAP BW,198.0
ESSAPTCE-CRM ABAP,30.0
Endpoint Security,7.0
Frameworks in PHP,8.0
HY100e_EN_Col03_6,1.0
HY200e_EN_Col05_4,1.0
HY200e_EN_Col05_5,1.0
HY412e_EN_Col04_3,1.0
IBM Resilient IRP,8.0
ISPF Panel Coding,4.0
IVS LeanFT Basics,22.0
IVS- UFT Advanced,22.0
IVS-Cloud Testing,4.0
Infosys Nia   ECR,12.0
Infosys Nia   IKP,8.0
Infosys Nia   PMA,8.0
Infosys Nia - SEW,8.0
Infosys Nia - TTT,10.0
Intro to Teradata,16.0
Introduction to C,8.0
Iseries Navigator,8.0
Java SE8 Features,16.0
Java Server Pages,4.0
Leading Teams LnD,4.0
M201: Performance,120.0
MQSeries on IBM i,4.0
MindSphere Basics,24.0
Minor Enhancement,45.0
Mongo DB for DBAs,24.0
Motivation Skills,8.0
Networking Basics,24.0
Networking Domain,6.0
Oracle EBS Basics,64.0
Oracle Fusion HCM,40.0
Oracle Fusion SOA,6.0
Oracle SQL expert,16.0
Pega Fundamentals,24.0
Pentaho Reporting,7.0
Pointers and APIs,8.0
Programming Scala,8.0
Protractor basics,16.0
S4 HANA Logistics,140.0
S4G11e_EN_Col1802,1.0
SAP PS 200_SAP-PS,120.0
SQL Server Basics,16.0
SQL server tuning,16.0
SYNON on System i,16.0
Scala Programming,16.0
TS4F01_1_EN_Col05,28.0
TS4F02_1_EN_Col05,21.0
TS4F02_2_EN_Col05,14.0
Team Building LnD,8.0
Time for a Change,4.0
Twitter Bootstrap,8.0
Usability testing,4.0
Use Case Modeling,12.0
Web Services WS-*,8.0
Wireless Overview,8.0
Xamarin - Part II,16.0
iPad asccessories,4.0
overview of Hbase,8.0
ABCD of Blockchain,1.0
ADABAS and Natural,8.0
Adobe Target   EXT,16.0
Agility and Kanban,2.0
Apple: Objective-C,24.0
BPM Best Practices,7.0
Basic CRM Training,0.0
Consulting Mindset,4.0
DFSORT and ICETOOL,8.0
EBS R12 Purchasing,40.0
EKT_C4C1711CONS_CE,1.0
ER using SSRS 2008,16.0
ES-SAP-Adobe Forms,4.0
ES-TECH-200-SAP-QM,12.0
ESEAITA200-SAP BPM,40.0
ESEAITCE TIBCO AMX,1.0
ESSAPFFSAN-SAP HCM,160.0
ESSAPT200-SAP FSCM,32.0
English Enablement,4.0
Entity Framework 6,4.0
GE Predix-BootCamp,10.0
Groovy Programming,24.0
HMM Delegating  EL,2.0
HMM Leading People,8.0
HMM Negotiating EL,1.0
HY200e_EN_Col05_15,1.0
IBM API Management,80.0
IBM AppScan Source,8.0
IVS Testing Basics,8.0
IVS-Tosca Advanced,11.0
Impactful Feedback,8.0
Infosys Mana   IKP,8.0
Infosys Nia - Lite,16.0
Internet of Things,4.0
Intro to MF OS zOS,8.0
Introduction to AI,7.0
MYSQL_IMSDBMYSQL01,24.0
Mentoring Workshop,8.0
Nokia Nuage SD WAN,8.0
Oracle Reports 11g,16.0
Pega UI Specialist,40.0
Probing Skills LnD,4.0
Programming in WCF,16.0
Python Programming,160.0
QSHELL Programming,4.0
RPG400 Programming,8.0
S4CGENe_EN_Col03_5,2.0
S4TI9Ie_EN_Col1711,1.0
SAP ABAP-ALE-IDOCS,8.0
SAP SD Sales Cycle,160.0
SeeTest Automation,4.0
Speak Up Right LnD,4.0
Subfile Techniques,8.0
Success series LnD,4.0
Talend Open Studio,16.0
UNIX   SED and AWK,24.0
Vertica Essentials,16.0
Visualization in R,2.0
Windows Powershell,16.0
Write it Right LnD,8.0
ALM with Jira Agile,8.0
AS400 Modernization,8.0
Advance Linux Admin,48.0
Advanced JavaScript,24.0
Agile Scrum Process,40.0
Architecture basics,4.0
BMC Catalog Manager,40.0
BPC - Consolidation,8.0
Basics of Six-Sigma,16.0
CA Identity Manager,8.0
Cassandra Architect,8.0
Connecting the Dots,8.0
Design Thinking LnD,8.0
ES-FUNC-200-SAP-LSO,16.0
ES-FUNC-P200-SAP-PM,40.0
ES-P200-SCM-SAP APO,160.0
ESA Oracle - PL SQL,40.0
ESA Oracle Workflow,16.0
ESEAITCE BPM BIZAGI,4.0
ETL using DataStage,16.0
Email Etiquette LnD,4.0
English Edge EL LnD,4.0
English Edge EL PSD,8.0
Ethereum Blockchain,16.0
HMM Coaching EL LnD,4.0
HY200e_EN_Col05_101,1.0
Hibernate Framework,24.0
IBM Technical Event,4.0
IVS   SDET for .NET,20.0
IVS   SDET for Java,8.0
IVS Test Management,8.0
IVS-Informatica ETL,18.0
Infosys Nia   IIPML,8.0
Infosys OTR Process,2.0
Introduction to AWS,20.0
Introduction to DAX,16.0
Introduction to KBE,20.0
Introduction to MDX,16.0
Introduction to PCL,30.0
Introduction to Pig,16.0
Introduction to QTP,6.0
Introduction to TCL,24.0
Introduction to VBA,10.0
Introduction to php,24.0
Kotlin Fundamentals,32.0
Let us talk session,2.0
Logistic Regression,8.0
MS External Webinar,8.0
Microsoft PowerApps,8.0
MindSphere Advanced,16.0
Nia for Engineering,3.0
Offsite Meeting LnD,8.0
Oracle Architecture,8.0
PANAYA introduction,2.0
PLANNING IN APPAREL,2.0
Pat on the Back LnD,4.0
PeopleSoft Techical,64.0
Puppet Fundamentals,24.0
REXX400 Programming,8.0
RPA using BluePrism,40.0
Root Cause Analysis,8.0
SAP S4 HANA Finance,37.0
Software Validation,8.0
Speaking Skills LnD,2.0
Splunk Fundamentals,16.0
Spring Web Services,16.0
SuccessFactor WFA P,40.0
TERADATA_ERBIM_TD01,16.0
Team BuildingPSD025,36.0
The Winning Manager,4.0
ThingWorx Analytics,4.0
Time Management 101,16.0
Time Management LnD,4.0
Virtual Directories,7.0
VoltDB  an Overview,16.0
eConfigure-ConfigIT,30.0
introduction to NMS,0.0
.NET Design Patterns,8.0
3D Printing Overview,4.0
ABAP data dictionary,4.0
ASP.NET Core MVC 1.0,4.0
AWS IoT Fundamentals,48.0
Ansible Fundamentals,12.0
Association Analysis,8.0
Azure API Management,8.0
BPC -NW-Data Loading,4.0
Basics of Checkpoint,7.0
COBOL400 Programming,8.0
CSG Executive Impact,4.0
Cultural sensitivity,8.0
Cyber Security - TTT,4.0
DB2 v10 New Features,4.0
Digital Video Basics,12.0
ES-F-P200-SAP-SAP-CO,40.0
ES-T-P300-EAI-SAP PI,200.0
ESA BO-Data Services,1.0
ESEAITCEX IBM MB 9.0,2.0
ESSAPFA200-Insurance,15.0
ESSAPFCE Bank Chains,31.0
Effective Delegation,4.0
Emotions at Work LnD,34.0
Extending MSCRM 2013,56.0
F5 External Training,48.0
FM : Risk Management,2.0
FM:Networking to win,4.0
Gamification TTT LnD,16.0
HCM-HR ABAP_HCMHRBAP,60.0
HMM Budgeting EL LnD,4.0
HMM Virtual Teams EL,2.0
HMM cafe Negotiating,8.0
IBM Watson Analytics,4.0
IIS 8 Administration,24.0
ITIL Foundation 2011,24.0
IVS IVS ALM Sprinter,4.0
IVS Selenium Advance,6.0
Infosys Mana   IIPML,24.0
Infosys Scrum master,37.0
Introduction to ARVR,4.0
Introduction to Hive,4.0
Introduction to iPad,19.0
Java Persistence API,2.0
K-Nearest Neighbours,8.0
M001: MongoDB Basics,3.0
MS Flow Fundamentals,8.0
Mocking with Mockito,8.0
Network Fundamentals,24.0
NoSQL DB and MongoDB,8.0
Oracle 12C Dataguard,24.0
Overview of Azure AI,8.0
Powershell Scripting,24.0
Professional Pathway,2.0
REXX-TSO programming,8.0
SAP ABAP List Viewer,40.0
SAP MII Fundamentals,25.0
SAP Solution Manager,8.0
SailPoint IdentityIQ,32.0
Spring Microservices,16.0
Strengths Finder LnD,4.0
Testing Fundamentals,8.0
Time Series Analysis,8.0
Webservices on AS400,4.0
AEAP-IT Modernization,4.0
AWC Customization GWT,4.0
Abaqus Basic Training,34.0
Advanced Oracle Forms,16.0
Advanced PHP Concepts,24.0
Apple: Advanced Cocoa,56.0
Aveva Instrumentation,10.0
BDA Induction Program,4.0
Basic SharePoint 2013,40.0
Belbin Team Roles LnD,4.0
Business Process Mgmt,32.0
COBOL-DB2 Programming,16.0
Change Management LnD,8.0
Data Warehouse and BI,8.0
Datamining Using Weka,16.0
Delmia Quest Training,8.0
ES T P200 EAI BizTalk,20.0
ES TECH CE EAI Appian,32.0
ES-F-P200-SAP-SAP-ECM,30.0
ES-F-P200-SAP-SAP-EPM,60.0
ESA Oracle Fusion CRM,4.0
ESA Oracle Fusion HCM,80.0
ESA Oracle SQL Loader,8.0
ESEAITCEX IBM BPM 8.0,16.0
ETL using Informatica,16.0
Enterprise Dashboards,8.0
Entity Framework Core,16.0
FA3-Generic-FP-SE-TTT,16.0
File Manager for z/OS,8.0
Fusion Accounting Hub,24.0
Google Cloud Platform,24.0
HCM tarining in PA OM,8.0
HMM Cafe Coaching LnD,2.0
HMM Customer Focus EL,4.0
HMM Writing Skills EL,2.0
IVS Defect Management,8.0
IVS-Selenium BootCamp,38.0
Influencing skills 01,8.0
Introduction to Ansys,24.0
Introduction to Flume,8.0
Introduction to Neo4j,8.0
Introduction to Oozie,8.0
Introduction to Sqoop,8.0
IoT Security Workshop,8.0
Java Code Refactoring,8.0
Lego Serious Play LnD,8.0
NAM External Training,40.0
NIA Contract Analysis,8.0
Nia Overview   Part 1,3.0
Nia Overview   Part 2,3.0
Nia Overview   Part 3,3.0
OneDrive for Business,7.0
Openstack Overview 01,8.0
Oracle EBS Financials,112.0
Oracle Goldengate 12c,24.0
Oracle Siebel Open UI,40.0
Oracle WIP_ESA-ORAWIP,1.0
Overview of OMVSOS150,24.0
PeopleSoft NA Payroll,40.0
Probing Skills EL LnD,4.0
Responsive Web Design,8.0
SAP ABAP-ABAP Objects,4.0
SAP ABAP-OOP CONCEPTS,8.0
SAP ABAP_ESASAPABAP01,30.0
SAP SUP   An Overview,8.0
Spark Core using Java,20.0
Spark SQL using Scala,12.0
Sybase Administration,40.0
Time for a Change LnD,4.0
Value GDM Soft skills,40.0
Versa SD WAN Overview,8.0
Web Services Security,7.0
Websphere MQ Admin V7,40.0
Wireless Technologies,8.0
Writing Made easy LnD,4.0
XML Handling in AS400,4.0
Zend framework in PHP,56.0
ABCD of Cyber Security,2.0
Access Management IAM),7.0
Advanced CICS Features,16.0
Advanced Job Scheduler,4.0
Advanced PL/SQL_LA1109,16.0
Advanced Perl Concepts,4.0
Apple: iOS Programming,40.0
Aveva Diagram - Part 2,10.0
Azure Machine Learning,4.0
Basic Python Scripting,24.0
Big data and Analytics,6.0
Building Datawarehouse,8.0
Client Orientation 101,4.0
Client Orientation LnD,4.0
Consulting Mindset LnD,12.0
Creativity Tools : ILI,8.0
Decision Making Skills,2.0
Delmia Apriso Platform,40.0
Design Thinking Primer,4.0
Development with Neo4j,16.0
Development with Redis,16.0
ES T P220 EAI TIBCO BE,8.0
ES-TECH-CE-SAP-HR ABAP,224.0
ES-Tech-CE-DIS-IBM-ODM,32.0
ESEAITCE-IBM DataPower,20.0
ESEAITI200-IBM BPM 8.5,20.0
ESEASTCEX SFDC DEV 501,80.0
ESSAPT200-ABAP Objects,31.0
External Workshops LND,8.0
FM Service Orientation,8.0
Fusion Global HR Cloud,16.0
HANAAFBS10TMAPP_OHAF10,6.0
HMM Decision Making EL,4.0
HMM Delegating  EL LnD,4.0
HMM Managing Your Boss,16.0
HMM Negotiating EL LnD,4.0
IBM AppScan Enterprise,8.0
IBM Integration Bus 10,40.0
ITIL Awareness Session,8.0
Impactful Feedback LnD,8.0
Influencing skills LnD,4.0
Infosys Nia   Overview,8.0
Integrated File System,16.0
Intro. To BI Framework,8.0
Introduction to DevOps,8.0
Introduction to python,8.0
KM Practitioners Guide,3.0
Leading the Way EL LnD,4.0
M102: MongoDB for DBAs,35.0
M310: MongoDB Security,15.0
MPACT for Managers_LnD,2.0
Mobility   An Overview,40.0
MongoDB Data Modelling,2.0
Negotiation Skills LnD,4.0
Nia Regular Demo   ECR,8.0
Oracle Data Integrator,8.0
Oracle Fusion Benefits,24.0
Overview of AssistEdge,8.0
Prism & MVVM Framework,16.0
Problem Solving Skills,16.0
Project Management LND,4.0
SAP Analytics on Cloud,6.0
SAP BI - Datawarehouse,4.0
SAP BO - Design Studio,12.0
SAP HCM-Authorizations,8.0
SAP HCM-SuccessFactors,8.0
SQL Performance Tuning,8.0
Spark Core using Scala,4.0
Streaming Technologies,12.0
Struts Framework   2.x,16.0
Telephone Etiquette LD,40.0
Time Management EL LnD,4.0
Unified Sales Learning,2.0
ABAP - ALV_ESASAPABAALV,8.0
AEM 6 Developer   Basic,72.0
API Managemnet Overview,1.0
Administration in TIBCO,14.0
Agile Scrum In Practice,40.0
Agile Scrum Methodology,15.0
Articulation Skills LnD,4.0
AssistEdge - RPA Module,40.0
Being More Creative LnD,4.0
CATIA Mechanical Design,40.0
Cloud Security Services,7.0
Consulting Models : ILI,4.0
Creativity Tools EL LnD,4.0
DB2 v11 features on zOS,24.0
Delivering Client Value,8.0
ENG Composite Materials,30.0
ENG Introduction To FEA,16.0
ES-FUNC-100-SAP- SolMan,8.0
ES-T-P200-SAP-SAP-BASIS,36.0
ESA Oracle   SQL Loader,8.0
ESA Oracle Fixed Assets,8.0
ESSAPTCE-BW ACCELERATOR,4.0
Effective Meetings   CP,16.0
Excel automation basics,24.0
FA2-Generic-FP-DBMS-TTT,16.0
HCM Processes and Forms,4.0
HMM Cafe Delegating LnD,2.0
HMM Time Management  EL,2.0
HMM Writing Skills Cafe,4.0
Hadoop Framework Part 1,48.0
Hadoop Framework Part 2,56.0
IOT Technology Enablers,50.0
Informatica Product 360,16.0
Introduction to ADO.NET,16.0
Introduction to BigData,4.0
Introduction to Tableau,1.0
Learning to Lead EL LnD,4.0
Managing Team Conflicts,16.0
Managing stress at work,20.0
Mobility Testing Basics,40.0
MongoDB Online Training,40.0
Oracle 11g New Features,8.0
Oracle 12c New Features,8.0
Oracle Order Management,48.0
Overview of CISCO NEXUS,16.0
Overview of DB2 on z/OS,8.0
Presentation Skills 201,2.0
Probing Skills   EL PSD,8.0
Proposal Writing EL LnD,4.0
Python for Data Science,24.0
QlikView Administration,16.0
Root Cause Analysis LnD,4.0
SAP FICO-Tax Management,6.0
SAP HCM-Success Factors,52.0
SAP HR Payroll Training,8.0
SAP MM-Mass maintenance,8.0
SAP Production Planning,160.0
SAP QM-Basics of SAP QM,8.0
SQL Tuning (Oracle 10g),16.0
Salesforce CPQ Beginner,8.0
Service Orientation LnD,4.0
Support Vector Machines,8.0
TKM Industrial Training,8.0
Test Driven Development,8.0
The Winning Manager LnD,16.0
Trouble Shooting Skills,16.0
VSAM Performance Tuning,15.0
Women In Management LnD,16.0
Working with Eucalyptus,4.0
AArch-NoSQL_Alternatives,4.0
ADO.NET Entity Framework,4.0
AEAP-EA Tool Walkthrough,4.0
Advanced Microsoft Excel,16.0
Advanced Python Concepts,24.0
Advanced SharePoint 2013,16.0
Aero Engines performance,12.0
An Introduction to Linux,16.0
Assertiveness Skills LnD,8.0
Basics of Virtualization,8.0
Building Agile Teams LnD,8.0
Cassandra Administration,24.0
Change ManagementPSD1233,8.0
Cloud Fundamentals Part1,24.0
Cloud Fundamentals Part2,8.0
Cloud management systems,16.0
CommVault Administration,8.0
Consulting Models EL LnD,4.0
Creating a Sales Mindset,4.0
Critical Thinking Skills,30.0
DNA Academy   Apache Pig,8.0
DX ACON Generic Training,80.0
Drools - An Introduction,40.0
ES-FUNC-200-SAP- APO SNP,40.0
ES-FUNC-200-SAP-Benefits,32.0
ES-FUNC-300-ESAP- ESSMSS,16.0
ES-TECH-100-SAP-BWonHANA,40.0
ESA Oracle XML Publisher,16.0
ESEAITCEX Solace Systems,8.0
ESEAITI220 TIBCO AMX BPM,40.0
ESSAPFA200-SAP-IS-AFS-MM,32.0
ESSAPFA200-SAP-IS-AFS-SD,15.0
ESSAPTCE-Web Dynpro ABAP,3.0
Engg Internship Training,40.0
Enterprise IT Management,9.0
Explore Machine Learning,8.0
FM Accent Neutralization,8.0
FM Facilitating Meetings,8.0
German Language   Basics,15.0
Good Coach Great Manager,24.0
HMM Cafe Negotiating LnD,2.0
HMM Persuading others EL,4.0
HMM Stress Management EL,8.0
HTML5 and CSS3 Jumpstart,24.0
IBM WCS Developer  Basic,120.0
IMS  UnixShell Scripting,8.0
ISQTQB test fundamentals,12.0
IVS-Test Complete Basics,24.0
IVS-Test Data Management,8.0
Introduction to Base SAS,16.0
Introduction to Ember.js,24.0
Introduction to Hyperion,4.0
Introduction to Logstash,16.0
Introduction to SAP HANA,16.0
Introduction to Zoomdata,16.0
M312: Debug  Diagnostics,15.0
